resume_id,name,education,major,resume_city,job_id,job_title,company,job_city,total_score,tfidf_score,word2vec_score,semantic_score,skill_score,education_score,experience_score,city_score,certificate_score,salary_score,matched_skills,missing_skills,matched_certificates,reason
R003,李同学,硕士,人工智能,杭州,J003,机器学习算法助理,杭城智能科技,杭州,87.68,39.39,98.66000366210938,66.06,100.0,100.0,100.0,100.0,100.0,100.0,python;机器学习;深度学习;数据挖掘;pandas,,英语六级,"共同技能包括 python, 机器学习, 深度学习, 数据挖掘, pandas；岗位要求技能基本覆盖；学历满足岗位要求；经验满足岗位要求；期望城市与岗位城市一致；证书匹配 英语六级；文本语义相似度中等。"
R003,李同学,硕士,人工智能,杭州,J008,NLP 算法实习生,京北 AI 实验室,北京,64.18,17.18,96.94999694824219,53.08,40.0,100.0,100.0,60.0,100.0,100.0,python;深度学习,nlp;pytorch;文本分类,英语六级,"共同技能包括 python, 深度学习；缺少 nlp, pytorch, 文本分类，建议补充相关练习或项目经验；学历满足岗位要求；经验满足岗位要求；期望城市与岗位城市不一致；证书匹配 英语六级；文本语义相似度中等。"
R003,李同学,硕士,人工智能,杭州,J002,大数据开发实习生,华东智算中心,杭州,47.13,1.23,56.43000030517578,26.07,16.67,100.0,100.0,100.0,60.0,75.0,python,spark;hadoop;hive;sql;linux,,"共同技能包括 python；缺少 spark, hadoop, hive, sql, linux，建议补充相关练习或项目经验；学历满足岗位要求；经验满足岗位要求；期望城市与岗位城市一致；岗位偏好证书匹配不足；文本语义相似度偏低。"
R003,李同学,硕士,人工智能,杭州,J006,数据采集与清洗工程师,岭南数据服务,广州,46.11,1.14,56.90999984741211,26.24,20.0,100.0,100.0,60.0,60.0,75.0,python,爬虫;数据清洗;sql;linux,,"共同技能包括 python；缺少 爬虫, 数据清洗, sql, linux，建议补充相关练习或项目经验；学历满足岗位要求；经验满足岗位要求；期望城市与岗位城市不一致；岗位偏好证书匹配不足；文本语义相似度偏低。"
R003,李同学,硕士,人工智能,杭州,J010,商业数据分析师,南昌智选咨询,南昌,45.91,1.38,63.540000915527344,29.35,20.0,100.0,100.0,60.0,60.0,50.0,python,sql;统计分析;数据分析;可视化,,"共同技能包括 python；缺少 sql, 统计分析, 数据分析, 可视化，建议补充相关练习或项目经验；学历满足岗位要求；经验满足岗位要求；期望城市与岗位城市不一致；岗位偏好证书匹配不足；文本语义相似度偏低。"
R004,赵同学,大专,计算机应用技术,深圳,J004,Java 后端开发工程师,鹏城软件,深圳,85.38,55.1,99.7300033569336,75.18,80.0,100.0,100.0,100.0,100.0,100.0,java;springboot;mysql;linux,redis,计算机二级,"共同技能包括 java, springboot, mysql, linux；缺少 redis，建议补充相关练习或项目经验；学历满足岗位要求；经验满足岗位要求；期望城市与岗位城市一致；证书匹配 计算机二级；文本语义相似度较高。"
R004,赵同学,大专,计算机应用技术,深圳,J009,数据仓库开发实习生,湘江云计算,长沙,48.62,12.93,79.76000213623047,43.0,16.67,70.0,100.0,60.0,60.0,100.0,linux,hive;spark;hadoop;sql;数据仓库,,"共同技能包括 linux；缺少 hive, spark, hadoop, sql, 数据仓库，建议补充相关练习或项目经验；学历与岗位最低要求存在差距；经验满足岗位要求；期望城市与岗位城市不一致；岗位偏好证书匹配不足；文本语义相似度偏低。"
R004,赵同学,大专,计算机应用技术,深圳,J002,大数据开发实习生,华东智算中心,杭州,48.46,14.32,76.87999725341797,42.47,16.67,70.0,100.0,60.0,60.0,100.0,linux,python;spark;hadoop;hive;sql,,"共同技能包括 linux；缺少 python, spark, hadoop, hive, sql，建议补充相关练习或项目经验；学历与岗位最低要求存在差距；经验满足岗位要求；期望城市与岗位城市不一致；岗位偏好证书匹配不足；文本语义相似度偏低。"
R004,赵同学,大专,计算机应用技术,深圳,J006,数据采集与清洗工程师,岭南数据服务,广州,46.68,2.39,74.70999908447266,34.93,20.0,70.0,100.0,60.0,60.0,100.0,linux,python;爬虫;数据清洗;sql,,"共同技能包括 linux；缺少 python, 爬虫, 数据清洗, sql，建议补充相关练习或项目经验；学历与岗位最低要求存在差距；经验满足岗位要求；期望城市与岗位城市不一致；岗位偏好证书匹配不足；文本语义相似度偏低。"
R004,赵同学,大专,计算机应用技术,深圳,J010,商业数据分析师,南昌智选咨询,南昌,39.8,0.0,69.30000305175781,31.19,0.0,70.0,100.0,60.0,60.0,100.0,,python;sql;统计分析;数据分析;可视化,,"岗位核心技能重合较少；缺少 python, sql, 统计分析, 数据分析, 可视化，建议补充相关练习或项目经验；学历与岗位最低要求存在差距；经验满足岗位要求；期望城市与岗位城市不一致；岗位偏好证书匹配不足；文本语义相似度偏低。"
R005,陈同学,本科,信息管理与信息系统,南昌,J007,BI 可视化分析师,星海零售集团,上海,80.63,41.31,99.76000213623047,67.61,80.0,100.0,100.0,60.0,100.0,100.0,sql;tableau;excel;统计分析,可视化,英语四级,"共同技能包括 sql, tableau, excel, 统计分析；缺少 可视化，建议补充相关练习或项目经验；学历满足岗位要求；经验满足岗位要求；期望城市与岗位城市不一致；证书匹配 英语四级；文本语义相似度中等。"
R005,陈同学,本科,信息管理与信息系统,南昌,J001,数据分析实习生,江西云数科技,南昌,77.21,42.5,99.43000030517578,68.12,60.0,100.0,100.0,100.0,100.0,100.0,sql;excel;数据分析,python;可视化,英语四级,"共同技能包括 sql, excel, 数据分析；缺少 python, 可视化，建议补充相关练习或项目经验；学历满足岗位要求；经验满足岗位要求；期望城市与岗位城市一致；证书匹配 英语四级；文本语义相似度中等。"
R005,陈同学,本科,信息管理与信息系统,南昌,J010,商业数据分析师,南昌智选咨询,南昌,71.28,26.16,98.30000305175781,58.62,60.0,100.0,75.0,100.0,100.0,100.0,sql;统计分析;数据分析,python;可视化,英语四级,"共同技能包括 sql, 统计分析, 数据分析；缺少 python, 可视化，建议补充相关练习或项目经验；学历满足岗位要求；经验年限略低于岗位要求；期望城市与岗位城市一致；证书匹配 英语四级；文本语义相似度中等。"
R005,陈同学,本科,信息管理与信息系统,南昌,J005,数据产品运营实习生,赣江互联网,南昌,70.92,13.23,96.5199966430664,50.71,60.0,100.0,100.0,100.0,100.0,100.0,sql;excel;数据分析,产品分析;用户研究,英语四级,"共同技能包括 sql, excel, 数据分析；缺少 产品分析, 用户研究，建议补充相关练习或项目经验；学历满足岗位要求；经验满足岗位要求；期望城市与岗位城市一致；证书匹配 英语四级；文本语义相似度中等。"
R005,陈同学,本科,信息管理与信息系统,南昌,J002,大数据开发实习生,华东智算中心,杭州,53.22,4.19,84.79000091552734,40.46,16.67,100.0,100.0,60.0,100.0,100.0,sql,python;spark;hadoop;hive;linux,英语四级,"共同技能包括 sql；缺少 python, spark, hadoop, hive, linux，建议补充相关练习或项目经验；学历满足岗位要求；经验满足岗位要求；期望城市与岗位城市不一致；证书匹配 英语四级；文本语义相似度偏低。"
R006,刘同学,本科,网络工程,广州,J006,数据采集与清洗工程师,岭南数据服务,广州,89.35,47.55,98.91999816894531,70.67,100.0,100.0,100.0,100.0,100.0,100.0,python;爬虫;数据清洗;sql;linux,,英语四级,"共同技能包括 python, 爬虫, 数据清洗, sql, linux；岗位要求技能基本覆盖；学历满足岗位要求；经验满足岗位要求；期望城市与岗位城市一致；证书匹配 英语四级；文本语义相似度中等。"
R006,刘同学,本科,网络工程,广州,J002,大数据开发实习生,华东智算中心,杭州,65.06,10.42,93.18000030517578,47.66,50.0,100.0,100.0,60.0,100.0,100.0,python;sql;linux,spark;hadoop;hive,英语四级,"共同技能包括 python, sql, linux；缺少 spark, hadoop, hive，建议补充相关练习或项目经验；学历满足岗位要求；经验满足岗位要求；期望城市与岗位城市不一致；证书匹配 英语四级；文本语义相似度偏低。"
R006,刘同学,本科,网络工程,广州,J001,数据分析实习生,江西云数科技,南昌,62.3,12.02,91.33000183105469,47.71,40.0,100.0,100.0,60.0,100.0,100.0,python;sql,excel;数据分析;可视化,英语四级,"共同技能包括 python, sql；缺少 excel, 数据分析, 可视化，建议补充相关练习或项目经验；学历满足岗位要求；经验满足岗位要求；期望城市与岗位城市不一致；证书匹配 英语四级；文本语义相似度偏低。"
R006,刘同学,本科,网络工程,广州,J010,商业数据分析师,南昌智选咨询,南昌,61.93,8.37,93.72000122070312,46.78,40.0,100.0,100.0,60.0,100.0,100.0,python;sql,统计分析;数据分析;可视化,英语四级,"共同技能包括 python, sql；缺少 统计分析, 数据分析, 可视化，建议补充相关练习或项目经验；学历满足岗位要求；经验满足岗位要求；期望城市与岗位城市不一致；证书匹配 英语四级；文本语义相似度偏低。"
R006,刘同学,本科,网络工程,广州,J009,数据仓库开发实习生,湘江云计算,长沙,59.94,8.23,93.08999633789062,46.42,33.33,100.0,100.0,60.0,100.0,100.0,sql;linux,hive;spark;hadoop;数据仓库,英语四级,"共同技能包括 sql, linux；缺少 hive, spark, hadoop, 数据仓库，建议补充相关练习或项目经验；学历满足岗位要求；经验满足岗位要求；期望城市与岗位城市不一致；证书匹配 英语四级；文本语义相似度偏低。"
R007,周同学,本科,数据科学与大数据技术,杭州,J002,大数据开发实习生,华东智算中心,杭州,85.18,50.24,98.69000244140625,72.04,83.33,100.0,100.0,100.0,100.0,100.0,python;spark;hadoop;hive;sql,linux,英语四级,"共同技能包括 python, spark, hadoop, hive, sql；缺少 linux，建议补充相关练习或项目经验；学历满足岗位要求；经验满足岗位要求；期望城市与岗位城市一致；证书匹配 英语四级；文本语义相似度中等。"
R007,周同学,本科,数据科学与大数据技术,杭州,J009,数据仓库开发实习生,湘江云计算,长沙,80.64,43.61,98.91000366210938,68.49,83.33,100.0,100.0,60.0,100.0,75.0,hive;spark;hadoop;sql;数据仓库,linux,英语四级,"共同技能包括 hive, spark, hadoop, sql, 数据仓库；缺少 linux，建议补充相关练习或项目经验；学历满足岗位要求；经验满足岗位要求；期望城市与岗位城市不一致；证书匹配 英语四级；文本语义相似度中等。"
R007,周同学,本科,数据科学与大数据技术,杭州,J006,数据采集与清洗工程师,岭南数据服务,广州,61.91,14.66,93.5,50.14,40.0,100.0,100.0,60.0,100.0,75.0,python;sql,爬虫;数据清洗;linux,英语四级,"共同技能包括 python, sql；缺少 爬虫, 数据清洗, linux，建议补充相关练习或项目经验；学历满足岗位要求；经验满足岗位要求；期望城市与岗位城市不一致；证书匹配 英语四级；文本语义相似度中等。"
R007,周同学,本科,数据科学与大数据技术,杭州,J010,商业数据分析师,南昌智选咨询,南昌,60.66,9.45,92.12000274658203,46.65,40.0,100.0,100.0,60.0,100.0,75.0,python;sql,统计分析;数据分析;可视化,英语四级,"共同技能包括 python, sql；缺少 统计分析, 数据分析, 可视化，建议补充相关练习或项目经验；学历满足岗位要求；经验满足岗位要求；期望城市与岗位城市不一致；证书匹配 英语四级；文本语义相似度偏低。"
R007,周同学,本科,数据科学与大数据技术,杭州,J001,数据分析实习生,江西云数科技,南昌,58.21,5.75,89.05000305175781,43.24,40.0,100.0,100.0,60.0,100.0,50.0,python;sql,excel;数据分析;可视化,英语四级,"共同技能包括 python, sql；缺少 excel, 数据分析, 可视化，建议补充相关练习或项目经验；学历满足岗位要求；经验满足岗位要求；期望城市与岗位城市不一致；证书匹配 英语四级；文本语义相似度偏低。"
R008,吴同学,本科,统计学,上海,J007,BI 可视化分析师,星海零售集团,上海,61.3,16.22,79.05999755859375,44.5,40.0,100.0,100.0,100.0,60.0,100.0,统计分析;可视化,sql;tableau;excel,,"共同技能包括 统计分析, 可视化；缺少 sql, tableau, excel，建议补充相关练习或项目经验；学历满足岗位要求；经验满足岗位要求；期望城市与岗位城市一致；岗位偏好证书匹配不足；文本语义相似度偏低。"
R008,吴同学,本科,统计学,上海,J010,商业数据分析师,南昌智选咨询,南昌,59.91,8.38,81.23999786376953,41.17,60.0,100.0,75.0,60.0,60.0,75.0,python;统计分析;可视化,sql;数据分析,,"共同技能包括 python, 统计分析, 可视化；缺少 sql, 数据分析，建议补充相关练习或项目经验；学历满足岗位要求；经验年限略低于岗位要求；期望城市与岗位城市不一致；岗位偏好证书匹配不足；文本语义相似度偏低。"
R008,吴同学,本科,统计学,上海,J001,数据分析实习生,江西云数科技,南昌,56.17,9.15,75.94999694824219,39.21,40.0,100.0,100.0,60.0,60.0,75.0,python;可视化,sql;excel;数据分析,,"共同技能包括 python, 可视化；缺少 sql, excel, 数据分析，建议补充相关练习或项目经验；学历满足岗位要求；经验满足岗位要求；期望城市与岗位城市不一致；岗位偏好证书匹配不足；文本语义相似度偏低。"
R008,吴同学,本科,统计学,上海,J003,机器学习算法助理,杭城智能科技,杭州,55.91,11.92,89.51000213623047,46.84,40.0,70.0,75.0,60.0,100.0,100.0,python;机器学习,深度学习;数据挖掘;pandas,英语六级,"共同技能包括 python, 机器学习；缺少 深度学习, 数据挖掘, pandas，建议补充相关练习或项目经验；学历与岗位最低要求存在差距；经验年限略低于岗位要求；期望城市与岗位城市不一致；证书匹配 英语六级；文本语义相似度偏低。"
R008,吴同学,本科,统计学,上海,J002,大数据开发实习生,华东智算中心,杭州,48.96,1.27,73.61000061035156,33.82,16.67,100.0,100.0,60.0,60.0,100.0,python,spark;hadoop;hive;sql;linux,,"共同技能包括 python；缺少 spark, hadoop, hive, sql, linux，建议补充相关练习或项目经验；学历满足岗位要求；经验满足岗位要求；期望城市与岗位城市不一致；岗位偏好证书匹配不足；文本语义相似度偏低。"
R009,郑同学,本科,电子商务,南昌,J005,数据产品运营实习生,赣江互联网,南昌,86.34,32.33,99.16000366210938,62.4,100.0,100.0,100.0,100.0,100.0,100.0,sql;excel;产品分析;用户研究;数据分析,,英语四级,"共同技能包括 sql, excel, 产品分析, 用户研究, 数据分析；岗位要求技能基本覆盖；学历满足岗位要求；经验满足岗位要求；期望城市与岗位城市一致；证书匹配 英语四级；文本语义相似度中等。"
R009,郑同学,本科,电子商务,南昌,J001,数据分析实习生,江西云数科技,南昌,73.55,25.62,97.5199966430664,57.97,60.0,100.0,100.0,100.0,100.0,100.0,sql;excel;数据分析,python;可视化,英语四级,"共同技能包括 sql, excel, 数据分析；缺少 python, 可视化，建议补充相关练习或项目经验；学历满足岗位要求；经验满足岗位要求；期望城市与岗位城市一致；证书匹配 英语四级；文本语义相似度中等。"
R009,郑同学,本科,电子商务,南昌,J007,BI 可视化分析师,星海零售集团,上海,63.49,13.1,97.7699966430664,51.2,40.0,100.0,100.0,60.0,100.0,100.0,sql;excel,tableau;统计分析;可视化,英语四级,"共同技能包括 sql, excel；缺少 tableau, 统计分析, 可视化，建议补充相关练习或项目经验；学历满足岗位要求；经验满足岗位要求；期望城市与岗位城市不一致；证书匹配 英语四级；文本语义相似度中等。"
R009,郑同学,本科,电子商务,南昌,J010,商业数据分析师,南昌智选咨询,南昌,63.23,14.51,97.55000305175781,51.88,40.0,100.0,75.0,100.0,100.0,100.0,sql;数据分析,python;统计分析;可视化,英语四级,"共同技能包括 sql, 数据分析；缺少 python, 统计分析, 可视化，建议补充相关练习或项目经验；学历满足岗位要求；经验年限略低于岗位要求；期望城市与岗位城市一致；证书匹配 英语四级；文本语义相似度中等。"
R009,郑同学,本科,电子商务,南昌,J002,大数据开发实习生,华东智算中心,杭州,53.42,3.87,86.5199966430664,41.06,16.67,100.0,100.0,60.0,100.0,100.0,sql,python;spark;hadoop;hive;linux,英语四级,"共同技能包括 sql；缺少 python, spark, hadoop, hive, linux，建议补充相关练习或项目经验；学历满足岗位要求；经验满足岗位要求；期望城市与岗位城市不一致；证书匹配 英语四级；文本语义相似度偏低。"
R010,孙同学,硕士,计算机科学与技术,北京,J008,NLP 算法实习生,京北 AI 实验室,北京,90.06,50.43,99.80000305175781,72.65,100.0,100.0,100.0,100.0,100.0,100.0,python;nlp;深度学习;pytorch;文本分类,,英语六级,"共同技能包括 python, nlp, 深度学习, pytorch, 文本分类；岗位要求技能基本覆盖；学历满足岗位要求；经验满足岗位要求；期望城市与岗位城市一致；证书匹配 英语六级；文本语义相似度中等。"
R010,孙同学,硕士,计算机科学与技术,北京,J003,机器学习算法助理,杭城智能科技,杭州,64.85,19.85,97.88999938964844,54.97,40.0,100.0,100.0,60.0,100.0,100.0,python;深度学习,机器学习;数据挖掘;pandas,英语六级,"共同技能包括 python, 深度学习；缺少 机器学习, 数据挖掘, pandas，建议补充相关练习或项目经验；学历满足岗位要求；经验满足岗位要求；期望城市与岗位城市不一致；证书匹配 英语六级；文本语义相似度中等。"
R010,孙同学,硕士,计算机科学与技术,北京,J010,商业数据分析师,南昌智选咨询,南昌,45.28,4.4,55.34000015258789,27.32,20.0,100.0,100.0,60.0,60.0,50.0,python,sql;统计分析;数据分析;可视化,,"共同技能包括 python；缺少 sql, 统计分析, 数据分析, 可视化，建议补充相关练习或项目经验；学历满足岗位要求；经验满足岗位要求；期望城市与岗位城市不一致；岗位偏好证书匹配不足；文本语义相似度偏低。"
R010,孙同学,硕士,计算机科学与技术,北京,J006,数据采集与清洗工程师,岭南数据服务,广州,43.78,1.1,49.709999084472656,22.97,20.0,100.0,100.0,60.0,60.0,50.0,python,爬虫;数据清洗;sql;linux,,"共同技能包括 python；缺少 爬虫, 数据清洗, sql, linux，建议补充相关练习或项目经验；学历满足岗位要求；经验满足岗位要求；期望城市与岗位城市不一致；岗位偏好证书匹配不足；文本语义相似度偏低。"
R010,孙同学,硕士,计算机科学与技术,北京,J001,数据分析实习生,江西云数科技,南昌,43.65,1.47,48.400001525878906,22.59,20.0,100.0,100.0,60.0,60.0,50.0,python,sql;excel;数据分析;可视化,,"共同技能包括 python；缺少 sql, excel, 数据分析, 可视化，建议补充相关练习或项目经验；学历满足岗位要求；经验满足岗位要求；期望城市与岗位城市不一致；岗位偏好证书匹配不足；文本语义相似度偏低。"
R011,何同学,本科,软件工程,长沙,J004,Java 后端开发工程师,鹏城软件,深圳,81.3,54.96,99.4000015258789,74.96,80.0,100.0,100.0,60.0,60.0,100.0,java;springboot;mysql;redis,linux,,"共同技能包括 java, springboot, mysql, redis；缺少 linux，建议补充相关练习或项目经验；学历满足岗位要求；经验满足岗位要求；期望城市与岗位城市不一致；岗位偏好证书匹配不足；文本语义相似度中等。"
R011,何同学,本科,软件工程,长沙,J010,商业数据分析师,南昌智选咨询,南昌,54.81,11.91,78.83000183105469,42.02,20.0,100.0,100.0,60.0,100.0,100.0,python,sql;统计分析;数据分析;可视化,英语四级,"共同技能包括 python；缺少 sql, 统计分析, 数据分析, 可视化，建议补充相关练习或项目经验；学历满足岗位要求；经验满足岗位要求；期望城市与岗位城市不一致；证书匹配 英语四级；文本语义相似度偏低。"
R011,何同学,本科,软件工程,长沙,J002,大数据开发实习生,华东智算中心,杭州,54.61,12.25,83.2699966430664,44.21,16.67,100.0,100.0,60.0,100.0,100.0,python,spark;hadoop;hive;sql;linux,英语四级,"共同技能包括 python；缺少 spark, hadoop, hive, sql, linux，建议补充相关练习或项目经验；学历满足岗位要求；经验满足岗位要求；期望城市与岗位城市不一致；证书匹配 英语四级；文本语义相似度偏低。"
R011,何同学,本科,软件工程,长沙,J006,数据采集与清洗工程师,岭南数据服务,广州,53.78,4.16,82.30999755859375,39.33,20.0,100.0,100.0,60.0,100.0,100.0,python,爬虫;数据清洗;sql;linux,英语四级,"共同技能包括 python；缺少 爬虫, 数据清洗, sql, linux，建议补充相关练习或项目经验；学历满足岗位要求；经验满足岗位要求；期望城市与岗位城市不一致；证书匹配 英语四级；文本语义相似度偏低。"
R011,何同学,本科,软件工程,长沙,J009,数据仓库开发实习生,湘江云计算,长沙,51.76,9.7,85.44999694824219,43.79,0.0,100.0,100.0,100.0,100.0,100.0,,hive;spark;hadoop;sql;数据仓库;linux,英语四级,"岗位核心技能重合较少；缺少 hive, spark, hadoop, sql, 数据仓库, linux，建议补充相关练习或项目经验；学历满足岗位要求；经验满足岗位要求；期望城市与岗位城市一致；证书匹配 英语四级；文本语义相似度偏低。"
R012,黄同学,本科,数据科学与大数据技术,深圳,J010,商业数据分析师,南昌智选咨询,南昌,73.3,16.85,91.83999633789062,50.6,80.0,100.0,100.0,60.0,100.0,75.0,python;sql;数据分析;可视化,统计分析,英语四级,"共同技能包括 python, sql, 数据分析, 可视化；缺少 统计分析，建议补充相关练习或项目经验；学历满足岗位要求；经验满足岗位要求；期望城市与岗位城市不一致；证书匹配 英语四级；文本语义相似度中等。"
R012,黄同学,本科,数据科学与大数据技术,深圳,J001,数据分析实习生,江西云数科技,南昌,71.31,16.45,87.45999908447266,48.4,80.0,100.0,100.0,60.0,100.0,50.0,python;sql;数据分析;可视化,excel,英语四级,"共同技能包括 python, sql, 数据分析, 可视化；缺少 excel，建议补充相关练习或项目经验；学历满足岗位要求；经验满足岗位要求；期望城市与岗位城市不一致；证书匹配 英语四级；文本语义相似度偏低。"
R012,黄同学,本科,数据科学与大数据技术,深圳,J002,大数据开发实习生,华东智算中心,杭州,65.58,17.09,87.7699966430664,48.9,50.0,100.0,100.0,60.0,100.0,100.0,python;spark;sql,hadoop;hive;linux,英语四级,"共同技能包括 python, spark, sql；缺少 hadoop, hive, linux，建议补充相关练习或项目经验；学历满足岗位要求；经验满足岗位要求；期望城市与岗位城市不一致；证书匹配 英语四级；文本语义相似度偏低。"
R012,黄同学,本科,数据科学与大数据技术,深圳,J003,机器学习算法助理,杭城智能科技,杭州,61.96,45.14,82.2300033569336,61.83,40.0,70.0,100.0,60.0,60.0,100.0,python;机器学习,深度学习;数据挖掘;pandas,,"共同技能包括 python, 机器学习；缺少 深度学习, 数据挖掘, pandas，建议补充相关练习或项目经验；学历与岗位最低要求存在差距；经验满足岗位要求；期望城市与岗位城市不一致；岗位偏好证书匹配不足；文本语义相似度中等。"
R012,黄同学,本科,数据科学与大数据技术,深圳,J007,BI 可视化分析师,星海零售集团,上海,61.93,13.1,87.37999725341797,46.53,40.0,100.0,100.0,60.0,100.0,100.0,sql;可视化,tableau;excel;统计分析,英语四级,"共同技能包括 sql, 可视化；缺少 tableau, excel, 统计分析，建议补充相关练习或项目经验；学历满足岗位要求；经验满足岗位要求；期望城市与岗位城市不一致；证书匹配 英语四级；文本语义相似度偏低。"
